,Model,Dataset,Metric,Mean,Std
821,FairRegGNN,nba_p,Var Gap,0.3039066463723998,0.0
822,GATRegressor,nba_p,Var Gap,0.4530695078640284,0.0
823,GCNRegressor,nba_p,Var Gap,0.3571790969051243,0.0
824,GINRegressor,nba_p,Var Gap,0.8397718667984009,0.0
825,GMMD,nba_p,Var Gap,0.35020508093429614,0.0
826,GraphSAGERegressor,nba_p,Var Gap,0.3683934211730957,0.0
827,MLPRegressor,nba_p,Var Gap,0.2881695032119751,0.0
828,FMP,region_job_2_g,Var Gap,0.2806198298931122,0.0
829,FairGNN,region_job_2_g,Var Gap,2.1078662872314453,0.0
830,FairRegGNN,region_job_2_g,Var Gap,0.328997403383255,0.0
831,GATRegressor,region_job_2_g,Var Gap,0.2640896141529083,0.0
832,GCNRegressor,region_job_2_g,Var Gap,0.45802953839302063,0.0
833,GINRegressor,region_job_2_g,Var Gap,0.6183476448059082,0.0
834,GMMD,region_job_2_g,Var Gap,0.04364767627137752,0.0
835,GraphSAGERegressor,region_job_2_g,Var Gap,0.05577726591456462,0.0
836,MLPRegressor,region_job_2_g,Var Gap,0.055063999622263035,0.0
837,FMP,region_job_2_r,Var Gap,0.3454296588897705,0.0
838,FairGNN,region_job_2_r,Var Gap,2.818985939025879,0.0
839,FairRegGNN,region_job_2_r,Var Gap,0.31442347168922424,0.0
840,GATRegressor,region_job_2_r,Var Gap,0.26003316044807434,0.0
841,GCNRegressor,region_job_2_r,Var Gap,0.46287262439727783,0.0
842,GINRegressor,region_job_2_r,Var Gap,0.6004506945610046,0.0
843,GMMD,region_job_2_r,Var Gap,0.11951240561893706,0.0
844,GraphSAGERegressor,region_job_2_r,Var Gap,0.1386077329100109,0.0
845,MLPRegressor,region_job_2_r,Var Gap,0.13023096760427774,0.0
846,FMP,region_job_g,Var Gap,0.27088603377342224,0.0
847,FairGNN,region_job_g,Var Gap,1.5410985946655273,0.0
848,FairRegGNN,region_job_g,Var Gap,0.3241629898548126,0.0
849,GATRegressor,region_job_g,Var Gap,0.2656175494194031,0.0
850,GCNRegressor,region_job_g,Var Gap,0.447409063577652,0.0
851,GINRegressor,region_job_g,Var Gap,0.634395956993103,0.0
852,GMMD,region_job_g,Var Gap,0.03299393132328987,0.0
853,GraphSAGERegressor,region_job_g,Var Gap,0.03138223985891933,0.0
854,MLPRegressor,region_job_g,Var Gap,0.032160352915525436,0.0
855,FMP,region_job_r,Var Gap,0.2715210020542145,0.0
856,FairGNN,region_job_r,Var Gap,1.0816264152526855,0.0
857,FairRegGNN,region_job_r,Var Gap,0.2731403112411499,0.0
858,GATRegressor,region_job_r,Var Gap,0.2710578441619873,0.0
859,GCNRegressor,region_job_r,Var Gap,0.45563191175460815,0.0
860,GINRegressor,region_job_r,Var Gap,0.6527281999588013,0.0
861,GMMD,region_job_r,Var Gap,0.07600058273865566,0.0
862,GraphSAGERegressor,region_job_r,Var Gap,0.08266062102868134,0.0
863,MLPRegressor,region_job_r,Var Gap,0.0785433185306719,0.0
864,FMP,german_e,Wasserstein Gap,0.19467830657958984,0.0
865,FairGNN,german_e,Wasserstein Gap,0.016380179673433304,0.0
866,FairRegGNN,german_e,Wasserstein Gap,0.038343340158462524,0.0
867,GATRegressor,german_e,Wasserstein Gap,0.09222465753555298,0.0
868,GCNRegressor,german_e,Wasserstein Gap,0.12176984548568726,0.0
869,GINRegressor,german_e,Wasserstein Gap,0.13367348909378052,0.0
870,GMMD,german_e,Wasserstein Gap,0.1446201205253601,0.0
871,GraphSAGERegressor,german_e,Wasserstein Gap,0.2790093421936035,0.0
872,MLPRegressor,german_e,Wasserstein Gap,0.2084706425666809,0.0
873,FMP,german_f,Wasserstein Gap,0.20005662739276886,0.0
874,FairGNN,german_f,Wasserstein Gap,0.005400354042649269,0.0
875,FairRegGNN,german_f,Wasserstein Gap,0.028795970603823662,0.0
876,GATRegressor,german_f,Wasserstein Gap,0.10747748613357544,0.0
877,GCNRegressor,german_f,Wasserstein Gap,0.07897073030471802,0.0
878,GINRegressor,german_f,Wasserstein Gap,0.18202972412109375,0.0
879,GMMD,german_f,Wasserstein Gap,0.10386038571596146,0.0
880,GraphSAGERegressor,german_f,Wasserstein Gap,0.28953003883361816,0.0
881,MLPRegressor,german_f,Wasserstein Gap,0.27619171142578125,0.0
882,FMP,german_g,Wasserstein Gap,0.1811198890209198,0.0
883,FairGNN,german_g,Wasserstein Gap,0.018175967037677765,0.0
884,FairRegGNN,german_g,Wasserstein Gap,0.04595079645514488,0.0
885,GATRegressor,german_g,Wasserstein Gap,0.11013925075531006,0.0
886,GCNRegressor,german_g,Wasserstein Gap,0.0780450701713562,0.0
887,GINRegressor,german_g,Wasserstein Gap,0.2665494680404663,0.0
888,GMMD,german_g,Wasserstein Gap,0.09266877919435501,0.0
889,GraphSAGERegressor,german_g,Wasserstein Gap,0.2500062584877014,0.0
890,MLPRegressor,german_g,Wasserstein Gap,0.28430724143981934,0.0
891,FMP,german_h,Wasserstein Gap,0.20173856616020203,0.0
892,FairGNN,german_h,Wasserstein Gap,0.010594253799033572,0.0
893,FairRegGNN,german_h,Wasserstein Gap,0.03551098704338074,0.0
894,GATRegressor,german_h,Wasserstein Gap,0.11338800191879272,0.0
895,GCNRegressor,german_h,Wasserstein Gap,0.09206300973892212,0.0
896,GINRegressor,german_h,Wasserstein Gap,0.25723087787628174,0.0
897,GMMD,german_h,Wasserstein Gap,0.11102449893951416,0.0
898,GraphSAGERegressor,german_h,Wasserstein Gap,0.31288942271601233,0.0
899,MLPRegressor,german_h,Wasserstein Gap,0.3242393732070923,0.0
900,FMP,german_s,Wasserstein Gap,0.21550659835338593,0.0
901,FairGNN,german_s,Wasserstein Gap,0.02587374190761929,0.0
902,FairRegGNN,german_s,Wasserstein Gap,0.03845018520951271,0.0
903,GATRegressor,german_s,Wasserstein Gap,0.1539122462272644,0.0
904,GCNRegressor,german_s,Wasserstein Gap,0.07417690753936768,0.0
905,GINRegressor,german_s,Wasserstein Gap,0.11230388109000826,0.0
906,GMMD,german_s,Wasserstein Gap,0.1217430830001831,0.0
907,GraphSAGERegressor,german_s,Wasserstein Gap,0.2619702219963074,0.0
908,MLPRegressor,german_s,Wasserstein Gap,0.26615017652511597,0.0
909,FMP,german_t,Wasserstein Gap,0.17776496708393097,0.0
910,FairGNN,german_t,Wasserstein Gap,0.009053180374906489,0.0
911,FairRegGNN,german_t,Wasserstein Gap,0.029674822464585304,0.0
912,GATRegressor,german_t,Wasserstein Gap,0.11052507162094116,0.0
913,GCNRegressor,german_t,Wasserstein Gap,0.1176186203956604,0.0
914,GINRegressor,german_t,Wasserstein Gap,0.1332099437713623,0.0
915,GMMD,german_t,Wasserstein Gap,0.10706931352615356,0.0
916,GraphSAGERegressor,german_t,Wasserstein Gap,0.1897076964378357,0.0
917,MLPRegressor,german_t,Wasserstein Gap,0.2481074333190918,0.0
918,FMP,nba_m,Wasserstein Gap,0.03907284140586853,0.0
919,FairGNN,nba_m,Wasserstein Gap,0.4239239239239239,0.0
920,FairRegGNN,nba_m,Wasserstein Gap,0.05040538311004639,0.0
921,GATRegressor,nba_m,Wasserstein Gap,0.13991309702396393,0.0
922,GCNRegressor,nba_m,Wasserstein Gap,0.15659773349761963,0.0
923,GINRegressor,nba_m,Wasserstein Gap,0.07907411456108093,0.0
924,GMMD,nba_m,Wasserstein Gap,0.2625521123409271,0.0
925,GraphSAGERegressor,nba_m,Wasserstein Gap,0.10792291909456253,0.0
926,MLPRegressor,nba_m,Wasserstein Gap,0.09916217625141144,0.0
927,FMP,nba_p,Wasserstein Gap,0.1588890552520752,0.0
928,FairGNN,nba_p,Wasserstein Gap,0.04721152409911156,0.0
929,FairRegGNN,nba_p,Wasserstein Gap,0.05445779860019684,0.0
930,GATRegressor,nba_p,Wasserstein Gap,0.10400164127349854,0.0
931,GCNRegressor,nba_p,Wasserstein Gap,0.13461893796920776,0.0
932,GINRegressor,nba_p,Wasserstein Gap,0.19204434752464294,0.0
933,GMMD,nba_p,Wasserstein Gap,0.17631852626800537,0.0
934,GraphSAGERegressor,nba_p,Wasserstein Gap,0.09267506003379822,0.0
935,MLPRegressor,nba_p,Wasserstein Gap,0.027548164129257202,0.0
936,FMP,region_job_2_g,Wasserstein Gap,0.0061206817626953125,0.0
937,FairGNN,region_job_2_g,Wasserstein Gap,0.48947036266326904,0.0
938,FairRegGNN,region_job_2_g,Wasserstein Gap,0.005179673433303833,0.0
939,GATRegressor,region_job_2_g,Wasserstein Gap,0.013456583023071289,0.0
940,GCNRegressor,region_job_2_g,Wasserstein Gap,0.014539361000061035,0.0
941,GINRegressor,region_job_2_g,Wasserstein Gap,0.023242192342877388,0.0
942,GMMD,region_job_2_g,Wasserstein Gap,0.022986426949501038,0.0
943,GraphSAGERegressor,region_job_2_g,Wasserstein Gap,0.02686377987265587,0.0
944,MLPRegressor,region_job_2_g,Wasserstein Gap,0.022842824459075928,0.0
945,FMP,region_job_2_r,Wasserstein Gap,0.019579201936721802,0.0
946,FairGNN,region_job_2_r,Wasserstein Gap,0.6862814426422119,0.0
947,FairRegGNN,region_job_2_r,Wasserstein Gap,0.02804926037788391,0.0
948,GATRegressor,region_job_2_r,Wasserstein Gap,0.006500244140625,0.0
949,GCNRegressor,region_job_2_r,Wasserstein Gap,0.03659540414810181,0.0
950,GINRegressor,region_job_2_r,Wasserstein Gap,0.03203624486923218,0.0
951,GMMD,region_job_2_r,Wasserstein Gap,0.015709638595581055,0.0
952,GraphSAGERegressor,region_job_2_r,Wasserstein Gap,0.013646423816680908,0.0
953,MLPRegressor,region_job_2_r,Wasserstein Gap,0.018882453441619873,0.0
954,FMP,region_job_g,Wasserstein Gap,0.006566882133483887,0.0
955,FairGNN,region_job_g,Wasserstein Gap,0.4138820171356201,0.0
956,FairRegGNN,region_job_g,Wasserstein Gap,0.012233115921696605,0.0
957,GATRegressor,region_job_g,Wasserstein Gap,0.015108168125152588,0.0
958,GCNRegressor,region_job_g,Wasserstein Gap,0.008132368326187134,0.0
959,GINRegressor,region_job_g,Wasserstein Gap,0.02106773853302002,0.0
960,GMMD,region_job_g,Wasserstein Gap,0.021507546305656433,0.0
961,GraphSAGERegressor,region_job_g,Wasserstein Gap,0.01596219837665558,0.0
962,MLPRegressor,region_job_g,Wasserstein Gap,0.022252097725868225,0.0
963,FMP,region_job_r,Wasserstein Gap,0.006176888942718506,0.0
964,FairGNN,region_job_r,Wasserstein Gap,0.5410291373826699,0.0
965,FairRegGNN,region_job_r,Wasserstein Gap,0.024079561233520508,0.0
966,GATRegressor,region_job_r,Wasserstein Gap,0.02825385332107544,0.0
967,GCNRegressor,region_job_r,Wasserstein Gap,0.05838661548485474,0.0
968,GINRegressor,region_job_r,Wasserstein Gap,0.021018385887145996,0.0
969,GMMD,region_job_r,Wasserstein Gap,0.01577436923980713,0.0
970,GraphSAGERegressor,region_job_r,Wasserstein Gap,0.010185182094573975,0.0
971,MLPRegressor,region_job_r,Wasserstein Gap,0.0162961483001709,0.0
