,Model,Dataset,Metric,Mean,Std
810,FairRegGNN,german_t,Wasserstein Gap,0.04410342499613762,0.0
811,GATRegressor,german_t,Wasserstein Gap,0.11052507162094116,0.0
812,GCNRegressor,german_t,Wasserstein Gap,0.1176186203956604,0.0
813,GINRegressor,german_t,Wasserstein Gap,0.13320982456207275,0.0
814,GraphSAGERegressor,german_t,Wasserstein Gap,0.1897076964378357,0.0
815,MLPRegressor,german_t,Wasserstein Gap,0.2481074333190918,0.0
816,FMP,nba_m,Wasserstein Gap,0.03907284140586853,0.0
817,FairGNN,nba_m,Wasserstein Gap,0.4239239239239239,0.0
818,FairRegGNN,nba_m,Wasserstein Gap,0.04189187288284302,0.0
819,GATRegressor,nba_m,Wasserstein Gap,0.13991309702396393,0.0
820,GCNRegressor,nba_m,Wasserstein Gap,0.15659773349761963,0.0
821,GINRegressor,nba_m,Wasserstein Gap,0.0790736973285675,0.0
822,GraphSAGERegressor,nba_m,Wasserstein Gap,0.10792291909456253,0.0
823,MLPRegressor,nba_m,Wasserstein Gap,0.09916217625141144,0.0
824,FMP,nba_p,Wasserstein Gap,0.1588890552520752,0.0
825,FairGNN,nba_p,Wasserstein Gap,0.04721152409911156,0.0
826,FairRegGNN,nba_p,Wasserstein Gap,0.05056477338075638,0.0
827,GATRegressor,nba_p,Wasserstein Gap,0.10400158166885376,0.0
828,GCNRegressor,nba_p,Wasserstein Gap,0.13461893796920776,0.0
829,GINRegressor,nba_p,Wasserstein Gap,0.19204464554786682,0.0
830,GraphSAGERegressor,nba_p,Wasserstein Gap,0.0926750898361206,0.0
831,MLPRegressor,nba_p,Wasserstein Gap,0.027548164129257202,0.0
832,FMP,region_job_2_g,Wasserstein Gap,0.0061206817626953125,0.0
833,FairGNN,region_job_2_g,Wasserstein Gap,0.4894702434539795,0.0
834,FairRegGNN,region_job_2_g,Wasserstein Gap,0.0033079981803894043,0.0
835,GATRegressor,region_job_2_g,Wasserstein Gap,0.013456642627716064,0.0
836,GCNRegressor,region_job_2_g,Wasserstein Gap,0.014539361000061035,0.0
837,GINRegressor,region_job_2_g,Wasserstein Gap,0.023242194205522537,0.0
838,GraphSAGERegressor,region_job_2_g,Wasserstein Gap,0.02686377987265587,0.0
839,MLPRegressor,region_job_2_g,Wasserstein Gap,0.022842824459075928,0.0
840,FMP,region_job_2_r,Wasserstein Gap,0.019579201936721802,0.0
841,FairGNN,region_job_2_r,Wasserstein Gap,0.6862814426422119,0.0
842,FairRegGNN,region_job_2_r,Wasserstein Gap,0.0291021466255188,0.0
843,GATRegressor,region_job_2_r,Wasserstein Gap,0.006500214338302612,0.0
844,GCNRegressor,region_job_2_r,Wasserstein Gap,0.03659540414810181,0.0
845,GINRegressor,region_job_2_r,Wasserstein Gap,0.03203612565994263,0.0
846,GraphSAGERegressor,region_job_2_r,Wasserstein Gap,0.013646423816680908,0.0
847,MLPRegressor,region_job_2_r,Wasserstein Gap,0.018882453441619873,0.0
848,FMP,region_job_g,Wasserstein Gap,0.006566882133483887,0.0
849,FairGNN,region_job_g,Wasserstein Gap,0.41388189792633057,0.0
850,FairRegGNN,region_job_g,Wasserstein Gap,0.011160499298644287,0.0
851,GATRegressor,region_job_g,Wasserstein Gap,0.0151081383228302,0.0
852,GCNRegressor,region_job_g,Wasserstein Gap,0.008132368326187134,0.0
853,GINRegressor,region_job_g,Wasserstein Gap,0.021067678928375244,0.0
854,GraphSAGERegressor,region_job_g,Wasserstein Gap,0.015962213277816772,0.0
855,MLPRegressor,region_job_g,Wasserstein Gap,0.022252097725868225,0.0
856,FMP,region_job_r,Wasserstein Gap,0.006176888942718506,0.0
857,FairGNN,region_job_r,Wasserstein Gap,0.5410291373826699,0.0
858,FairRegGNN,region_job_r,Wasserstein Gap,0.029197216033935547,0.0
859,GATRegressor,region_job_r,Wasserstein Gap,0.02825385332107544,0.0
860,GCNRegressor,region_job_r,Wasserstein Gap,0.05838661548485474,0.0
861,GINRegressor,region_job_r,Wasserstein Gap,0.021018415689468384,0.0
862,GraphSAGERegressor,region_job_r,Wasserstein Gap,0.010185182094573975,0.0
863,MLPRegressor,region_job_r,Wasserstein Gap,0.0162961483001709,0.0
